,0,Open,High,Low,Close,Adj Close,Volume,pointpos
2024-01-19 14:30:00+00:00,0,189.3300018310547,189.96499633789062,188.82000732421875,189.94009399414062,189.94009399414062,16382763.0,
2024-01-19 15:30:00+00:00,0,189.94000244140625,190.16000366210938,189.5800018310547,189.91000366210938,189.91000366210938,7573154.0,
2024-01-19 16:30:00+00:00,0,189.89999389648438,190.42999267578125,189.33009338378906,190.31500244140625,190.31500244140625,5987140.0,
2024-01-19 17:30:00+00:00,0,190.32000732421875,190.99000549316406,190.27999877929688,190.93499755859375,190.93499755859375,7184895.0,
2024-01-19 18:30:00+00:00,0,190.9344940185547,191.9499969482422,190.9250030517578,191.47000122070312,191.47000122070312,6850175.0,
2024-01-19 19:30:00+00:00,0,191.47999572753906,191.74000549316406,191.1699981689453,191.43499755859375,191.43499755859375,6438261.0,
2024-01-19 20:30:00+00:00,0,191.43429565429688,191.82000732421875,191.32000732421875,191.5800018310547,191.5800018310547,5716572.0,
2024-01-22 14:30:00+00:00,0,192.3000030517578,194.9499969482422,192.25999450683594,194.75,194.75,14810964.0,
2024-01-22 15:30:00+00:00,0,194.77000427246094,195.3300018310547,193.14999389648438,193.77999877929688,193.77999877929688,10776514.0,
2024-01-22 16:30:00+00:00,0,193.7899932861328,193.85499572753906,193.02999877929688,193.66749572753906,193.66749572753906,5000034.0,
2024-01-22 17:30:00+00:00,0,193.66319274902344,194.13999938964844,193.50999450683594,193.75729370117188,193.75729370117188,5093193.0,
2024-01-22 18:30:00+00:00,0,193.75999450683594,194.5,193.7449951171875,194.3800048828125,194.3800048828125,4701837.0,
2024-01-22 19:30:00+00:00,0,194.38999938964844,194.57000732421875,193.7050018310547,193.9001007080078,193.9001007080078,4425371.0,
2024-01-22 20:30:00+00:00,0,193.89999389648438,193.9199981689453,193.4600067138672,193.8699951171875,193.8699951171875,4882197.0,
2024-01-23 14:30:00+00:00,0,195.02000427246094,195.75,193.82989501953125,194.19500732421875,194.19500732421875,10604009.0,
2024-01-23 15:30:00+00:00,0,194.1999969482422,194.57000732421875,194.0,194.32000732421875,194.32000732421875,5112775.0,
2024-01-23 16:30:00+00:00,0,194.32000732421875,194.77999877929688,194.20010375976562,194.6649932861328,194.6649932861328,3643345.0,
2024-01-23 17:30:00+00:00,0,194.6699981689453,195.24000549316406,194.4949951171875,195.05499267578125,195.05499267578125,3772811.0,
2024-01-23 18:30:00+00:00,0,195.0500030517578,195.14999389648438,194.57000732421875,194.73399353027344,194.73399353027344,3816695.0,
2024-01-23 19:30:00+00:00,0,194.73500061035156,195.19000244140625,194.57000732421875,194.8350067138672,194.8350067138672,4587060.0,
2024-01-23 20:30:00+00:00,0,194.8350067138672,195.25,194.65989685058594,195.16000366210938,195.16000366210938,5178142.0,
2024-01-24 14:30:00+00:00,0,195.4199981689453,196.3800048828125,194.66000366210938,196.0,196.0,11411670.0,
2024-01-24 15:30:00+00:00,0,195.99009704589844,196.33999633789062,195.27000427246094,195.39999389648438,195.39999389648438,6599536.0,
2024-01-24 16:30:00+00:00,0,195.41000366210938,195.89999389648438,195.34500122070312,195.75,195.75,6119557.0,
2024-01-24 17:30:00+00:00,0,195.75270080566406,196.0800018310547,195.21499633789062,195.65499877929688,195.65499877929688,5360074.0,
2024-01-24 18:30:00+00:00,0,195.66000366210938,195.66009521484375,194.69000244140625,194.80999755859375,194.80999755859375,4601531.0,
2024-01-24 19:30:00+00:00,0,194.80999755859375,195.21820068359375,194.5500030517578,194.6566925048828,194.6566925048828,4745911.0,
2024-01-24 20:30:00+00:00,0,194.65989685058594,195.10000610351562,194.33999633789062,194.50999450683594,194.50999450683594,4950346.0,
2024-01-25 14:30:00+00:00,0,195.22000122070312,195.63999938964844,194.6300048828125,195.35499572753906,195.35499572753906,9104188.0,
2024-01-25 15:30:00+00:00,0,195.36000061035156,195.8699951171875,195.13999938964844,195.83999633789062,195.83999633789062,6222253.0,
2024-01-25 16:30:00+00:00,0,195.83999633789062,196.2675018310547,195.52999877929688,195.74000549316406,195.74000549316406,5865883.0,
2024-01-25 17:30:00+00:00,0,195.75,195.9573974609375,194.10000610351562,194.7100067138672,194.7100067138672,7792813.0,
2024-01-25 18:30:00+00:00,0,194.7050018310547,194.93499755859375,193.75169372558594,193.91110229492188,193.91110229492188,5786472.0,
2024-01-25 19:30:00+00:00,0,193.9149932861328,194.1300048828125,193.1125030517578,193.85350036621094,193.85350036621094,5204479.0,
2024-01-25 20:30:00+00:00,0,193.85499572753906,194.30999755859375,193.75999450683594,194.19000244140625,194.19000244140625,5031642.0,
2024-01-26 14:30:00+00:00,0,194.27000427246094,194.75999450683594,193.75,194.68499755859375,194.68499755859375,8196843.0,
2024-01-26 15:30:00+00:00,0,194.69000244140625,194.7449951171875,194.36000061035156,194.38999938964844,194.38999938964844,3865162.0,
2024-01-26 16:30:00+00:00,0,194.39999389648438,194.47500610351562,193.60000610351562,193.72000122070312,193.72000122070312,3732100.0,
2024-01-26 17:30:00+00:00,0,193.70010375976562,193.7100067138672,192.27000427246094,192.66000366210938,192.66000366210938,6154152.0,
2024-01-26 18:30:00+00:00,0,192.66000366210938,192.72999572753906,192.27000427246094,192.47509765625,192.47509765625,3375089.0,
2024-01-26 19:30:00+00:00,0,192.47999572753906,192.97500610351562,192.33999633789062,192.4250030517578,192.4250030517578,3467304.0,
2024-01-26 20:30:00+00:00,0,192.4250030517578,192.58999633789062,191.94000244140625,192.3699951171875,192.3699951171875,6951830.0,
2024-01-29 14:30:00+00:00,0,192.00999450683594,192.17799377441406,189.5800018310547,190.8699951171875,190.8699951171875,11790966.0,
2024-01-29 15:30:00+00:00,0,190.8699951171875,191.14999389648438,190.40499877929688,190.69000244140625,190.69000244140625,4793101.0,
2024-01-29 16:30:00+00:00,0,190.68499755859375,191.13890075683594,190.39999389648438,191.02999877929688,191.02999877929688,4112191.0,
2024-01-29 17:30:00+00:00,0,191.03500366210938,191.2899932861328,190.77999877929688,191.25,191.25,2704473.0,
2024-01-29 18:30:00+00:00,0,191.25999450683594,191.6199951171875,191.2100067138672,191.53500366210938,191.53500366210938,3065266.0,
2024-01-29 19:30:00+00:00,0,191.5355987548828,192.1999969482422,191.27999877929688,191.93499755859375,191.93499755859375,5766967.0,
2024-01-29 20:30:00+00:00,0,191.93499755859375,192.10499572753906,191.38999938964844,191.77999877929688,191.77999877929688,5062975.0,
2024-01-30 14:30:00+00:00,0,190.94000244140625,191.8000030517578,189.4600067138672,189.9499969482422,189.9499969482422,10879513.0,
2024-01-30 15:30:00+00:00,0,189.92999267578125,190.25,187.86500549316406,188.6531982421875,188.6531982421875,12493978.0,
2024-01-30 16:30:00+00:00,0,188.65499877929688,188.94000244140625,188.22999572753906,188.41000366210938,188.41000366210938,4796471.0,
2024-01-30 17:30:00+00:00,0,188.39999389648438,188.57000732421875,187.67999267578125,188.56399536132812,188.56399536132812,4738358.0,
2024-01-30 18:30:00+00:00,0,188.55999755859375,188.639892578125,187.47000122070312,187.84500122070312,187.84500122070312,4840030.0,
2024-01-30 19:30:00+00:00,0,187.84500122070312,188.27999877929688,187.77000427246094,188.07000732421875,188.07000732421875,4500321.0,
2024-01-30 20:30:00+00:00,0,188.06500244140625,188.13999938964844,187.8000030517578,187.97999572753906,187.97999572753906,5122448.0,
2024-01-31 14:30:00+00:00,0,187.0399932861328,187.09500122070312,184.7899932861328,185.01499938964844,185.01499938964844,12426052.0,
2024-01-31 15:30:00+00:00,0,185.02000427246094,185.8699951171875,184.89999389648438,185.7198944091797,185.7198944091797,5060007.0,
2024-01-31 16:30:00+00:00,0,185.72000122070312,186.11000061035156,185.4199981689453,186.08999633789062,186.08999633789062,3731068.0,
2024-01-31 17:30:00+00:00,0,186.0800018310547,186.44000244140625,185.8332977294922,186.16000366210938,186.16000366210938,3297036.0,
2024-01-31 18:30:00+00:00,0,186.1699981689453,186.52999877929688,185.25999450683594,185.6699981689453,185.6699981689453,4331208.0,
2024-01-31 19:30:00+00:00,0,185.6699981689453,186.94000244140625,185.03500366210938,185.52000427246094,185.52000427246094,6707892.0,
2024-01-31 20:30:00+00:00,0,185.52000427246094,185.5886993408203,184.35000610351562,184.36000061035156,184.36000061035156,6428646.0,
2024-02-01 14:30:00+00:00,0,183.98500061035156,186.17999267578125,183.82000732421875,186.10499572753906,186.10499572753906,12493823.0,
2024-02-01 15:30:00+00:00,0,186.1199951171875,186.30999755859375,185.2899932861328,185.39500427246094,185.39500427246094,5815982.0,
2024-02-01 16:30:00+00:00,0,185.38999938964844,186.2949981689453,185.36000061035156,185.88999938964844,185.88999938964844,4622455.0,
2024-02-01 17:30:00+00:00,0,185.88999938964844,186.44000244140625,185.57000732421875,185.72999572753906,185.72999572753906,4421852.0,
2024-02-01 18:30:00+00:00,0,185.74000549316406,186.15499877929688,185.25999450683594,185.97500610351562,185.97500610351562,4416220.0,
2024-02-01 19:30:00+00:00,0,185.9799041748047,186.8000030517578,185.881103515625,186.66000366210938,186.66000366210938,5947190.0,
2024-02-01 20:30:00+00:00,0,186.64999389648438,186.9499969482422,186.36000061035156,186.88999938964844,186.88999938964844,6843756.0,
2024-02-02 14:30:00+00:00,0,179.86000061035156,184.1699981689453,179.25,183.31500244140625,183.31500244140625,35096943.0,
2024-02-02 15:30:00+00:00,0,183.3300018310547,187.3300018310547,183.16000366210938,187.0,187.0,15943080.0,
2024-02-02 16:30:00+00:00,0,187.00999450683594,187.10000610351562,185.8300018310547,187.02090454101562,187.02090454101562,8987019.0,
2024-02-02 17:30:00+00:00,0,187.02999877929688,187.1199951171875,184.85400390625,186.03500366210938,186.03500366210938,8500269.0,
2024-02-02 18:30:00+00:00,0,186.0399932861328,186.24000549316406,185.58999633789062,186.0800018310547,186.0800018310547,5735681.0,
2024-02-02 19:30:00+00:00,0,186.08999633789062,187.07000732421875,186.0800018310547,186.72999572753906,186.72999572753906,7311261.0,
2024-02-02 20:30:00+00:00,0,186.73500061035156,186.88999938964844,185.8300018310547,185.83999633789062,185.83999633789062,7701037.0,
2024-02-05 14:30:00+00:00,0,188.14999389648438,188.36000061035156,185.83999633789062,186.6999969482422,186.6999969482422,21074171.0,
2024-02-05 15:30:00+00:00,0,186.6699981689453,187.75999450683594,186.11000061035156,187.25,187.25,7579937.0,
2024-02-05 16:30:00+00:00,0,187.25,188.49000549316406,187.2301025390625,188.42999267578125,188.42999267578125,6730072.0,
2024-02-05 17:30:00+00:00,0,188.42999267578125,189.25,188.4199981689453,188.54010009765625,188.54010009765625,7252942.0,
2024-02-05 18:30:00+00:00,0,188.54010009765625,189.02000427246094,188.38499450683594,188.46499633789062,188.46499633789062,4527382.0,
2024-02-05 19:30:00+00:00,0,188.48699951171875,188.83999633789062,188.02999877929688,188.35000610351562,188.35000610351562,6093208.0,
2024-02-05 20:30:00+00:00,0,188.33999633789062,188.4199981689453,187.63999938964844,187.6699981689453,187.6699981689453,5767234.0,
2024-02-06 14:30:00+00:00,0,186.86000061035156,188.6300048828125,186.76950073242188,187.92999267578125,187.92999267578125,11081527.0,
2024-02-06 15:30:00+00:00,0,187.91000366210938,188.86000061035156,187.27000427246094,188.81500244140625,188.81500244140625,6268747.0,
2024-02-06 16:30:00+00:00,0,188.82000732421875,189.13999938964844,188.41000366210938,188.83999633789062,188.83999633789062,4757028.0,
2024-02-06 17:30:00+00:00,0,188.83999633789062,189.0,188.42999267578125,188.88999938964844,188.88999938964844,3663298.0,
2024-02-06 18:30:00+00:00,0,188.89500427246094,188.94000244140625,188.36109924316406,188.44850158691406,188.44850158691406,2989009.0,
2024-02-06 19:30:00+00:00,0,188.4499969482422,188.6383056640625,188.22999572753906,188.35499572753906,188.35499572753906,3103015.0,
2024-02-06 20:30:00+00:00,0,188.36000061035156,189.30999755859375,188.1699981689453,189.2899932861328,189.2899932861328,4836714.0,
2024-02-07 14:30:00+00:00,0,190.63999938964844,191.0500030517578,188.61000061035156,190.37100219726562,190.37100219726562,13070939.0,
2024-02-07 15:30:00+00:00,0,190.3800048828125,190.39999389648438,188.80599975585938,189.0749969482422,189.0749969482422,6941625.0,
2024-02-07 16:30:00+00:00,0,189.0749969482422,189.27000427246094,188.80999755859375,188.9949951171875,188.9949951171875,4142050.0,
2024-02-07 17:30:00+00:00,0,189.0,189.1750030517578,188.64999389648438,189.1199951171875,189.1199951171875,4225096.0,
2024-02-07 18:30:00+00:00,0,189.1300048828125,189.2949981689453,188.86000061035156,188.97340393066406,188.97340393066406,3634993.0,
2024-02-07 19:30:00+00:00,0,188.97999572753906,189.41000366210938,188.88999938964844,189.1750030517578,189.1750030517578,4428203.0,
2024-02-07 20:30:00+00:00,0,189.1750030517578,189.4199981689453,188.93499755859375,189.41000366210938,189.41000366210938,5356489.0,
2024-02-08 14:30:00+00:00,0,189.14999389648438,189.53500366210938,187.77000427246094,187.79640197753906,187.79640197753906,9404735.0,
2024-02-08 15:30:00+00:00,0,187.8000030517578,188.22000122070312,187.35000610351562,188.0050048828125,188.0050048828125,5999088.0,
